logP(o/w),logS,PEOE_VSA+1,GCUT_SMR_1,PEOE_RPC-,rsynth,BCUT_SMR_2,BCUT_SLOGP_3,GCUT_SMR_2,h_logS,h_ema,BCUT_SLOGP_1,h_log_pbo,chi1v_C,BCUT_PEOE_1,balabanJ,chi1v,GCUT_PEOE_2,SMR_VSA5,BCUT_PEOE_2,chi1_C,BCUT_SMR_0,BCUT_PEOE_0,PEOE_VSA+3,vsa_other,BCUT_SMR_1,VDistEq,PEOE_VSA_NEG,PEOE_VSA_FPOS,BCUT_SLOGP_2,PEOE_VSA_FNEG,Kier2,PEOE_RPC+,vsa_acc,PEOE_VSA-0,lip_violation,PEOE_PC-,SMR_VSA0,SlogP_VSA4,PEOE_PC+,Weight,apol,PEOE_VSA-5,weinerPath,SMR,petitjeanSC,SMR_VSA6,petitjean,SlogP_VSA2,b_double,chi1,h_mr,VDistMa,zagreb,chi0_C,weinerPol,a_nO,opr_violation,h_pstates,VAdjEq,opr_brigid,SlogP_VSA3,Kier1,mr,chi0,vdw_vol,diameter,a_hyd,SlogP_VSA7,b_max1len,SlogP_VSA1,a_acc,VAdjMa,a_nC,b_heavy,a_aro,a_heavy,b_ar,a_nN,lip_acc,rings,opr_nring,ast_violation,ast_violation_ext,PEOE_VSA-3,logPapp
4.8590002,-8.4268999,24.267014,-0.21340631,0.089457951,0.26785713,0.70710075,2.720536,0.16701755,-9.076087,12.520621,-0.50576985,12.397503,14.002726,-0.53659618,1.7160783,20.236797,0.060080461,308.51068,0.57055467,16.157068,-2.450181,-2.7056227,89.455688,77.697189,-0.38811776,3.8810139,176.52144,0.77601421,0.53437549,0.22398581,25.059376,0.074837774,83.905281,81.251015,2.0,-3.6701221,143.17329,12.007167,3.6701221,775.00397,129.23517,81.401527,12013.0,21.421539,0.80000001,144.67685,0.44444445,159.10117,6.0,26.781004,21.908012,11.409142,278.0,30.346359,89.0,7.0,3.0,1.0,0.23130681,34.0,113.12415,48.664177,21.825739,40.777081,910.45648,18.0,37.0,176.43184,4.0,44.049957,7.0,6.8826432,43.0,59.0,12.0,56.0,12.0,6.0,13.0,4.0,3.0,3.0,5.0,0.0,-6.33
6.3850002,-10.01948,15.808495,-0.21060729,0.093201838,0.19642857,0.61212605,2.7206583,0.14702743,-9.9445763,11.608365,-0.43384212,11.363297,15.203849,-0.49852368,1.7235044,20.945122,0.056821235,312.18634,0.4779498,17.014006,-2.4525642,-2.7099779,67.397217,77.697189,-0.3328664,3.8933294,210.05176,0.73373991,0.48898962,0.26626009,24.444445,0.082125798,81.401527,117.28508,2.0,-3.3444273,143.17329,12.007167,3.3444273,775.04797,132.86034,81.401527,11965.0,21.930941,1.0,123.7506,0.5,159.10117,6.0,26.729692,22.213268,11.406269,280.0,31.216602,92.0,6.0,4.0,1.0,0.23130681,33.0,92.197891,48.664177,22.141964,40.940216,918.32257,20.0,38.0,128.64822,5.0,44.049957,6.0,6.8826432,44.0,59.0,10.0,56.0,11.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-8.59
3.5799999,-6.9433699,36.108002,-0.20776929,0.082900107,0.26785713,0.66535544,2.7205484,0.16079907,-8.7671404,13.693895,-0.44576821,11.545052,13.522945,-0.47779542,1.7170162,20.42783,0.054454003,292.4603,0.44540349,15.065317,-2.4509022,-2.7071705,101.29668,77.697189,-0.31006464,3.8811026,183.43874,0.76890308,0.3997238,0.23109695,24.444445,0.073048323,90.822563,81.251015,2.0,-3.7600284,143.17329,15.192742,3.7600284,777.02399,130.20676,81.401527,12012.0,21.40884,0.80000001,123.7506,0.44444445,159.10117,6.0,26.67485,21.992762,11.408989,280.0,29.932146,88.0,6.0,3.0,1.0102075,0.23130681,33.0,92.197891,48.664177,21.809105,40.940216,907.81036,18.0,36.0,122.64464,4.0,62.489536,7.0,6.8826432,42.0,59.0,11.0,56.0,11.0,8.0,14.0,4.0,3.0,3.0,5.0,9.4210396,-5.22
3.2309999,-7.0830598,31.616989,-0.21336116,0.081221476,0.089285716,0.64467317,2.7205493,0.1576612,-8.2774887,13.620931,-0.44307661,10.159395,13.945596,-0.51743972,1.7228523,20.747055,0.057494204,276.89996,0.51040411,15.24882,-2.4513621,-2.7082484,67.397217,90.646713,-0.35552076,3.8663588,187.58461,0.76272225,0.46849027,0.23727773,24.444445,0.069775656,94.968445,81.251015,2.0,-3.9363837,167.03551,12.007167,3.9363837,780.02399,130.57555,94.968445,11962.0,21.270941,0.80000001,165.88853,0.44444445,182.96339,7.0,26.691687,21.824707,11.41054,280.0,29.639254,89.0,7.0,3.0,1.0,0.23130681,33.0,129.07704,48.664177,21.653542,40.940216,903.30017,18.0,35.0,88.215919,4.0,52.433056,7.0,6.8826432,42.0,59.0,6.0,56.0,6.0,7.0,14.0,4.0,3.0,2.0,4.0,0.0,-6.03
6.3340001,-10.22796,15.808495,-0.2144462,0.093169987,0.22413793,0.7164039,2.7205534,0.16308288,-10.510528,11.599116,-0.46225309,14.428116,15.26098,-0.53028667,1.5104961,21.002253,0.059979487,362.23663,0.58008534,18.031643,-2.4495206,-2.704756,67.397217,77.697189,-0.39283288,3.889082,289.09424,0.63558662,0.54370844,0.36441341,24.168739,0.082097739,81.401527,196.32756,3.0,-3.3455706,143.17329,15.192742,3.3455706,795.03796,133.71317,81.401527,12966.0,22.52684,1.0,105.31101,0.5,159.10117,6.0,27.74733,22.854231,11.511728,296.0,32.208168,96.0,6.0,4.0,1.0,0.2277095,39.0,73.758316,49.022373,22.788315,41.931782,947.38312,20.0,40.0,216.86414,4.0,44.049957,6.0,6.9541965,46.0,62.0,16.0,58.0,17.0,6.0,12.0,5.0,4.0,3.0,5.0,0.0,-7.78
6.691,-10.63443,15.808495,-0.2170347,0.093201809,0.22413793,0.66407001,2.8738601,0.16260017,-10.325981,11.607719,-0.45106474,11.363289,16.221487,-0.53023368,1.5103539,21.962759,0.058001131,349.92316,0.52945822,18.031643,-2.5599163,-2.8154335,67.397217,77.697189,-0.37016174,3.889082,210.05176,0.7352224,0.50442618,0.2647776,24.168739,0.082125783,81.401527,117.28508,3.0,-3.3444281,143.17329,16.417963,3.3444281,801.086,137.71393,81.401527,12966.0,22.635941,1.0,123.7506,0.5,159.10117,6.0,27.74733,22.952208,11.511728,296.0,32.208168,96.0,6.0,4.0,1.0,0.2277095,39.0,92.197891,49.022373,22.860123,41.931782,947.38312,20.0,40.0,128.64822,4.0,44.049957,6.0,6.9541965,46.0,62.0,10.0,58.0,11.0,6.0,12.0,5.0,4.0,3.0,5.0,0.0,-8.71
5.283,-9.23141,15.808495,-0.21347767,0.095661439,0.086206898,0.64472151,2.7350125,0.16108224,-9.4386959,13.022287,-0.43565923,11.363262,15.221487,-0.52713239,1.5103539,21.54011,0.056931794,293.31793,0.51036692,17.031643,-2.5151138,-2.7637398,67.397217,77.697189,-0.35554013,3.889082,212.55551,0.73179424,0.49920803,0.26820576,24.168739,0.074269556,83.905281,117.28508,2.0,-3.6982012,154.17319,16.417963,3.6982012,803.05798,135.42233,81.401527,12966.0,22.332741,1.0,165.6031,0.5,170.10106,6.0,27.74733,22.677916,11.511728,296.0,31.50106,96.0,7.0,3.0,1.0,0.2277095,39.0,134.05042,49.022373,22.586603,41.931782,939.51703,20.0,39.0,128.64822,4.0,44.049957,7.0,6.9541965,45.0,62.0,10.0,58.0,11.0,6.0,13.0,5.0,4.0,3.0,5.0,0.0,-5.53
6.4219999,-10.28943,31.616989,-0.21437816,0.09240149,0.23728813,0.71657908,2.7205396,0.16308376,-10.692687,11.605569,-0.46097633,14.428211,15.76098,-0.53027254,1.5018483,21.502253,0.05959839,362.66547,0.57963502,18.531643,-2.4502177,-2.7060404,67.397217,77.697189,-0.39304408,3.9184864,291.30276,0.63997692,0.54118186,0.36002311,24.896551,0.081420571,81.401527,198.53609,2.0,-3.3733954,143.17329,15.192742,3.3733954,809.065,136.80675,81.401527,13707.0,22.99304,1.0,123.7506,0.5,159.10117,6.0,28.24733,23.30863,11.560731,300.0,32.915276,97.0,6.0,4.0,1.0,0.22457284,39.0,92.197891,50.00655,23.255728,42.638889,965.91058,20.0,41.0,216.86414,4.0,44.049957,6.0,6.9772801,47.0,63.0,16.0,59.0,17.0,6.0,12.0,5.0,4.0,3.0,5.0,0.0,-5.53
6.8639998,-10.4912,15.808495,-0.21436729,0.092337415,0.25,0.71660358,2.7205489,0.16308199,-11.000965,11.607491,-0.46079311,14.428239,16.260979,-0.53027081,1.4911023,22.002253,0.059545007,381.53387,0.57981282,19.031643,-2.4509211,-2.7072973,67.397217,77.697189,-0.39306846,3.9585915,291.30276,0.64687616,0.54110175,0.35312384,25.629648,0.08136411,81.401527,198.53609,3.0,-3.3757362,143.17329,15.192742,3.3757362,823.09198,139.90034,81.401527,14507.0,23.454741,1.0,123.7506,0.5,159.10117,6.0,28.74733,23.76302,11.607265,304.0,33.622379,98.0,6.0,4.0,1.0,0.22152956,39.0,92.197891,50.991211,23.722902,43.345997,984.43805,20.0,42.0,216.86414,4.0,44.049957,6.0,7.0,48.0,64.0,16.0,60.0,17.0,6.0,12.0,5.0,4.0,3.0,5.0,0.0,-8.95
6.118,-10.30478,24.267014,-0.2135442,0.089457951,0.25,0.72535366,2.7205362,0.16701826,-10.559651,12.520192,-0.50576878,14.615062,15.407426,-0.53654224,1.4911023,21.641499,0.060983028,343.79706,0.58110523,18.123396,-2.4501793,-2.7056196,89.455688,77.697189,-0.39953434,3.9585915,212.55551,0.74208379,0.53440624,0.25791624,25.629648,0.074837774,83.905281,117.28508,2.0,-3.6701221,143.17329,12.007167,3.6701221,825.06396,137.60875,81.401527,14507.0,23.17214,1.0,144.67685,0.5,159.10117,6.0,28.74733,23.513815,11.607265,304.0,32.915276,98.0,7.0,4.0,1.0,0.22152956,39.0,113.12415,50.991211,23.445299,43.345997,976.57196,20.0,41.0,216.86414,4.0,44.049957,7.0,7.0,47.0,64.0,16.0,60.0,17.0,6.0,13.0,5.0,4.0,3.0,5.0,0.0,-7.97
4.8390002,-8.82125,36.108002,-0.20783371,0.082900107,0.25,0.66673207,2.7205486,0.16308048,-10.250685,13.693471,-0.44256333,13.76261,14.927646,-0.48102644,1.4918576,21.832531,0.054879624,327.74664,0.44544831,17.031643,-2.4509001,-2.7071662,101.29668,77.697189,-0.31015077,3.9586704,219.47279,0.73551375,0.47873878,0.26448625,25.056938,0.073048323,90.822563,117.28508,2.0,-3.7600284,143.17329,15.192742,3.7600284,827.08398,138.58034,81.401527,14506.0,23.159439,1.0,123.7506,0.5,159.10117,6.0,28.641176,23.598566,11.607135,306.0,32.50106,97.0,6.0,3.0,1.0102075,0.22152956,38.0,92.197891,50.991211,23.431496,43.509132,973.92584,20.0,40.0,163.07693,4.0,62.489536,7.0,7.0,46.0,64.0,15.0,60.0,16.0,8.0,14.0,5.0,4.0,3.0,5.0,9.4210396,-5.65
4.4899998,-8.9609404,31.616989,-0.21349819,0.081221476,0.083333336,0.64479744,2.7205496,0.16108236,-9.7610369,13.620507,-0.43826944,12.376954,15.350296,-0.52713275,1.4964397,22.151754,0.058772147,312.18634,0.51045382,17.215147,-2.4513597,-2.7082436,67.397217,90.646713,-0.35558274,3.9466121,223.61868,0.72947299,0.49924049,0.27052701,25.056938,0.069775656,94.968445,117.28508,2.0,-3.9363837,167.03551,12.007167,3.9363837,830.08398,138.94913,94.968445,14452.0,23.02154,1.0,165.88853,0.5,182.96339,7.0,28.658014,23.430511,11.608338,306.0,32.208168,98.0,7.0,3.0,1.0,0.22152956,38.0,129.07704,50.991211,23.27634,43.509132,969.41571,20.0,39.0,128.64822,4.0,52.433056,7.0,7.0,46.0,64.0,10.0,60.0,11.0,7.0,14.0,5.0,4.0,3.0,5.0,0.0,-5.69
1.52,-5.4907398,15.808495,-0.14561829,0.088633671,0.27083334,0.23742667,2.7199273,0.001317815,-5.8651152,14.396034,-0.22198845,6.0806146,10.588658,-0.27785507,2.5230989,17.551231,-0.054803528,132.07884,0.16595791,10.876681,-2.4498692,-2.7047462,125.11412,77.697189,-0.040456116,3.7997913,97.774193,0.86329478,0.19565538,0.13670522,22.831038,0.068346225,86.409035,0.0,2.0,-4.0185657,165.17308,4.4107962,4.0185657,680.888,112.86358,81.401527,8131.0,18.054939,0.54545456,165.6031,0.35294119,187.5696,6.0,22.707724,18.509109,10.95351,230.0,24.827698,76.0,8.0,3.0,1.0,0.25379547,22.0,134.05042,44.161598,18.367628,35.965527,770.35931,17.0,28.0,0.0,6.0,44.049957,8.0,6.6147099,34.0,49.0,0.0,48.0,0.0,6.0,14.0,2.0,1.0,2.0,4.0,0.0,-6.32
3.441,-6.9075198,15.808495,-0.17478618,0.096995577,0.2857143,0.36749023,2.7200584,0.05693562,-6.8756523,13.043367,-0.31814751,6.08077,12.295765,-0.35419092,2.5257087,18.561415,-0.008269193,188.68405,0.27325377,12.583788,-2.4520741,-2.7088451,67.397217,77.697189,-0.15542175,3.8304913,95.270432,0.86981934,0.26831076,0.13018066,23.620405,0.074794166,83.905281,0.0,2.0,-3.6721287,154.17319,4.4107962,3.6721287,692.94299,118.24875,81.401527,8643.0,18.819839,0.54545456,144.67685,0.35294119,176.5697,6.0,23.207724,19.237804,11.012423,234.0,26.241911,77.0,7.0,3.0,1.0,0.24980378,22.0,113.12415,45.158401,19.111135,36.672634,796.75293,17.0,30.0,0.0,6.0,44.049957,7.0,6.643856,36.0,50.0,0.0,49.0,0.0,6.0,13.0,2.0,1.0,2.0,4.0,0.0,-4.88
3.3900001,-7.1160002,15.808495,-0.20792547,0.096965387,0.3137255,0.56547225,2.7199447,0.13314399,-7.4411402,13.0341,-0.42584985,9.1455879,12.352896,-0.46986738,1.9945589,18.618546,0.054986041,238.73434,0.44593844,13.601426,-2.4491363,-2.7037282,67.397217,77.697189,-0.31115279,3.8506873,174.31291,0.76324207,0.39972752,0.23675792,23.157793,0.074770883,83.905281,79.042473,2.0,-3.6732719,154.17319,7.5963712,3.6732719,712.93298,119.10158,81.401527,9537.0,19.415739,0.54545456,126.23727,0.35294119,176.5697,6.0,24.225361,19.878769,11.129438,250.0,27.233475,81.0,7.0,3.0,1.0,0.24573661,28.0,94.68457,45.38982,19.766918,37.664196,825.81348,17.0,32.0,88.215919,6.0,44.049957,7.0,6.7279205,38.0,53.0,6.0,51.0,6.0,6.0,13.0,3.0,2.0,2.0,4.0,0.0,-4.97
3.747,-7.52247,15.808495,-0.20745644,0.096995555,0.3137255,0.50675344,2.8738699,0.11521767,-7.2569938,13.042721,-0.42236578,6.0807605,13.313403,-0.43532246,1.9943311,19.579054,0.043212604,226.42087,0.3913804,13.601426,-2.5598431,-2.8153484,67.397217,77.697189,-0.27634838,3.8506873,95.270432,0.87060034,0.34902769,0.12939966,23.157793,0.074794151,83.905281,0.0,2.0,-3.6721294,154.17319,8.8215923,3.6721294,718.98096,123.10234,81.401527,9537.0,19.524839,0.54545456,144.67685,0.35294119,176.5697,6.0,24.225361,19.976746,11.129438,250.0,27.233475,81.0,7.0,3.0,1.0,0.24573661,28.0,113.12415,45.38982,19.832687,37.664196,825.81348,17.0,32.0,0.0,6.0,44.049957,7.0,6.7279205,38.0,53.0,0.0,51.0,0.0,6.0,13.0,3.0,2.0,3.0,5.0,0.0,-4.81
2.339,-6.1194501,15.808495,-0.20483871,0.08847215,0.15686275,0.49782526,2.7350342,0.11255245,-6.3696404,14.457316,-0.41431981,6.0807343,12.313403,-0.43052861,1.9943311,19.156404,0.038266078,169.81564,0.38055041,12.601426,-2.514931,-2.7634549,67.397217,77.697189,-0.27038735,3.8506873,97.774193,0.86705434,0.34096611,0.13294566,23.157793,0.068221673,86.409035,0.0,2.0,-4.0259023,165.17308,8.8215923,4.0259023,720.953,120.81075,81.401527,9537.0,19.22164,0.54545456,186.52937,0.35294119,187.5696,6.0,24.225361,19.702452,11.129438,250.0,26.526369,81.0,8.0,3.0,1.0,0.24573661,28.0,154.97667,45.38982,19.553589,37.664196,817.94739,17.0,31.0,0.0,6.0,44.049957,8.0,6.7279205,37.0,53.0,0.0,51.0,0.0,6.0,14.0,3.0,2.0,2.0,4.0,0.0,-6.47
2.934,-6.72295,15.808495,-0.14469248,0.088633649,0.25490198,0.23741084,2.7200134,0.001312385,-6.7870498,14.394489,-0.22164544,6.0806098,11.982506,-0.27776298,2.6119919,18.945078,-0.054805338,150.94725,0.16595627,12.270528,-2.4532232,-2.7091794,125.11412,77.697189,-0.040444728,3.8074541,97.774193,0.87179589,0.19565529,0.12820412,24.5,0.068346202,86.409035,0.0,2.0,-4.0185671,165.17308,8.8215923,4.0185671,722.96899,122.14434,81.401527,9401.0,19.433041,0.54545456,165.6031,0.35294119,187.5696,6.0,24.10157,19.872267,11.136618,244.0,27.112156,80.0,8.0,3.0,1.0,0.24222167,22.0,134.05042,47.152367,19.745724,38.249985,825.94177,17.0,31.0,0.0,6.0,44.049957,8.0,6.7004399,37.0,52.0,0.0,51.0,0.0,6.0,14.0,2.0,1.0,2.0,4.0,0.0,-5.05
3.4779999,-7.1774702,31.616989,-0.20786442,0.096236408,0.32692307,0.56516409,2.7199306,0.13297257,-7.6236215,13.040567,-0.42506555,9.1456833,12.852896,-0.46915203,1.9769123,19.118546,0.054979946,239.16316,0.44582608,14.101426,-2.4498062,-2.7049673,67.397217,77.697189,-0.31100535,3.9030375,176.52144,0.76528215,0.39970031,0.23471786,23.92569,0.074208759,83.905281,81.251015,2.0,-3.7010968,154.17319,7.5963712,3.7010968,726.95996,122.19517,81.401527,10193.0,19.881941,0.63636363,144.67685,0.3888889,176.5697,6.0,24.725361,20.333168,11.182283,254.0,27.940582,82.0,7.0,3.0,1.0,0.24202083,28.0,113.12415,46.382717,20.234837,38.371304,844.34094,18.0,33.0,88.215919,6.0,44.049957,7.0,6.7548876,39.0,54.0,6.0,52.0,6.0,6.0,13.0,3.0,2.0,2.0,4.0,0.0,-6.74
4.855,-8.1397305,15.808495,-0.17288956,0.096995555,0.26923078,0.36745855,2.7203169,0.056924723,-7.7974215,13.04184,-0.31744811,6.0807652,13.689612,-0.35400507,2.6185458,19.955261,-0.008272822,207.55246,0.27325052,13.977634,-2.4577878,-2.7160144,67.397217,77.697189,-0.15539896,3.8323424,95.270432,0.87774211,0.26831058,0.1222579,25.292601,0.074794143,83.905281,0.0,2.0,-3.6721296,154.17319,8.8215923,3.6721296,735.02399,127.52951,81.401527,9942.0,20.197941,0.54545456,144.67685,0.35294119,176.5697,6.0,24.60157,20.600962,11.192698,248.0,28.526369,81.0,7.0,3.0,1.0,0.23861758,22.0,113.12415,48.149521,20.486023,38.957088,852.33533,17.0,33.0,0.0,6.0,44.049957,7.0,6.7279205,39.0,53.0,0.0,52.0,0.0,6.0,13.0,2.0,1.0,3.0,5.0,0.0,-5.24
3.9200001,-7.37924,15.808495,-0.20783538,0.096175574,0.33962265,0.56514716,2.7199402,0.13295497,-7.9319959,13.042493,-0.42488351,9.1457109,13.352896,-0.46910182,1.9568579,19.618546,0.05497383,258.03159,0.44581884,14.601426,-2.4504828,-2.7061894,67.397217,77.697189,-0.31099743,3.9631019,176.52144,0.77011442,0.39969975,0.22988559,24.699051,0.07416185,83.905281,81.251015,2.0,-3.7034376,154.17319,7.5963712,3.7034376,740.987,125.28875,81.401527,10901.0,20.343639,0.72727275,144.67685,0.42105263,176.5697,6.0,25.225361,20.787558,11.232612,258.0,28.64769,83.0,7.0,3.0,1.0,0.23842676,28.0,113.12415,47.375866,20.702503,39.078411,862.86841,19.0,34.0,88.215919,6.0,44.049957,7.0,6.7813597,40.0,55.0,6.0,53.0,6.0,6.0,13.0,3.0,2.0,3.0,5.0,0.0,-4.88
3.174,-7.1928201,24.267014,-0.21006912,0.089093536,0.33962265,0.59034181,2.7199271,0.12074547,-7.4902248,13.955323,-0.44224873,9.3325338,12.499342,-0.44751403,1.9568579,19.257792,0.053113677,220.29475,0.42296037,13.693178,-2.4497695,-2.704561,89.455688,77.697189,-0.28885028,3.9631019,97.774193,0.87253416,0.46879235,0.12746587,24.699051,0.068700828,86.409035,0.0,2.0,-3.9978235,154.17319,4.4107962,3.9978235,742.95898,122.99717,81.401527,10901.0,20.061041,0.72727275,165.6031,0.42105263,176.5697,6.0,25.225361,20.538353,11.232612,258.0,27.940582,83.0,8.0,3.0,1.0,0.23842676,28.0,134.05042,47.375866,20.419479,39.078411,855.00232,19.0,33.0,88.215919,6.0,44.049957,8.0,6.7813597,39.0,55.0,6.0,53.0,6.0,6.0,14.0,3.0,2.0,2.0,4.0,0.0,-5.06
1.895,-5.70929,36.108002,-0.18943442,0.087133996,0.33962265,0.50681645,2.7199399,0.11527399,-7.1817155,15.128483,-0.42366189,8.4800825,12.019563,-0.43554196,1.9579506,19.448824,-0.04618945,204.24437,0.38716057,12.601426,-2.4504628,-2.7060614,101.29668,77.697189,-0.25294435,3.9632087,104.69147,0.86451977,0.34902787,0.13548023,24.0448,0.067189813,93.326324,0.0,2.0,-4.0877299,154.17319,7.5963712,4.0877299,744.979,123.96875,81.401527,10900.0,20.04834,0.72727275,144.67685,0.42105263,176.5697,6.0,25.119207,20.623104,11.23244,260.0,27.526369,82.0,7.0,3.0,1.0102092,0.23842676,27.0,113.12415,47.375866,20.402695,39.241547,852.3562,19.0,32.0,34.428715,6.0,62.489536,8.0,6.7813597,38.0,55.0,5.0,53.0,5.0,8.0,15.0,3.0,2.0,2.0,4.0,9.4210396,-6.67
1.546,-5.8489799,31.616989,-0.2049464,0.083530284,0.1509434,0.49782529,2.7199409,0.11255344,-6.6919961,15.055512,-0.41432136,7.0944266,12.442212,-0.43052888,1.9648585,19.768049,0.038266052,188.68405,0.38055044,12.784929,-2.4509065,-2.707123,67.397217,90.646713,-0.27038738,3.9476523,108.83736,0.85856819,0.34096611,0.14143181,24.0448,0.064410955,97.472198,0.0,2.0,-4.2640848,178.0354,4.4107962,4.2640848,747.979,124.33755,94.968445,10853.0,19.91044,0.63636363,186.81479,0.3888889,200.43193,7.0,25.136044,20.455048,11.234045,260.0,27.233475,83.0,8.0,3.0,1.0,0.23842676,27.0,150.00331,47.375866,20.24334,39.241547,847.84607,18.0,31.0,0.0,6.0,52.433056,8.0,6.7813597,38.0,55.0,0.0,53.0,0.0,7.0,15.0,3.0,2.0,2.0,4.0,0.0,-7.72
4.8039999,-8.3482103,15.808495,-0.20402093,0.096965365,0.2962963,0.56326663,2.720047,0.13057294,-8.3630705,13.032583,-0.41875306,9.1455832,13.746742,-0.46292681,2.0678277,20.012392,0.053303309,257.60275,0.44515911,14.995273,-2.451611,-2.7072484,67.397217,77.697189,-0.30945781,3.8462181,174.31291,0.77756989,0.39966679,0.2224301,24.811634,0.07477086,83.905281,79.042473,2.0,-3.6732728,154.17319,12.007167,3.6732728,755.01398,128.38234,81.401527,10885.0,20.79384,0.54545456,126.23727,0.35294119,176.5697,6.0,25.619207,21.241926,11.303555,264.0,29.517933,85.0,7.0,3.0,1.0,0.23494832,28.0,94.68457,48.369259,21.143135,39.948654,881.39587,17.0,35.0,88.215919,6.0,44.049957,7.0,6.8073549,41.0,56.0,6.0,54.0,6.0,6.0,13.0,3.0,2.0,3.0,5.0,0.0,-5.17
3.0550001,-6.9928999,31.616989,-0.20504671,0.088011838,0.24074075,0.52396607,2.7199266,0.11877576,-7.5478683,14.386317,-0.41495284,9.1455374,12.683794,-0.44028363,2.0610604,19.646366,0.053111829,239.16316,0.41292638,13.932324,-2.4499478,-2.7049057,125.11412,77.697189,-0.28736916,3.8528607,179.02521,0.77132201,0.36513156,0.228678,25.47769,0.067869186,86.409035,81.251015,2.0,-4.0469584,165.17308,7.5963712,4.0469584,756.98596,126.09075,81.401527,10930.0,20.50214,0.63636363,165.6031,0.3888889,187.5696,6.0,25.763365,20.96763,11.303814,262.0,28.64769,85.0,8.0,3.0,1.0,0.23494832,28.0,134.05042,48.369259,20.90361,39.785519,873.52979,18.0,34.0,88.215919,6.0,44.049957,8.0,6.8073549,40.0,56.0,6.0,54.0,6.0,6.0,14.0,3.0,2.0,2.0,4.0,0.0,-5.08
5.1609998,-8.7546797,15.808495,-0.20322329,0.096995533,0.2962963,0.5057829,2.8739629,0.11393021,-8.1787786,13.041194,-0.41522852,6.0807557,14.707251,-0.4317036,2.067611,20.9729,0.042893276,245.28928,0.39110595,14.995273,-2.5606573,-2.8163056,67.397217,77.697189,-0.27555269,3.8462181,95.270432,0.8784312,0.34901285,0.12156881,24.811634,0.074794129,83.905281,0.0,2.0,-3.6721306,154.17319,13.232388,3.6721306,761.06201,132.3831,81.401527,10885.0,20.902941,0.54545456,144.67685,0.35294119,176.5697,6.0,25.619207,21.339901,11.303555,264.0,29.517933,85.0,7.0,3.0,1.0,0.23494832,28.0,113.12415,48.369259,21.206875,39.948654,881.39587,17.0,35.0,0.0,6.0,44.049957,7.0,6.8073549,41.0,56.0,0.0,54.0,0.0,6.0,13.0,3.0,2.0,3.0,5.0,0.0,-5.76
3.753,-7.3516598,15.808495,-0.20206043,0.08847212,0.14814815,0.49777764,2.7371259,0.11253493,-7.2914543,14.455786,-0.41305968,6.0807295,13.707251,-0.43022427,2.067611,20.550251,0.038260639,188.68405,0.38054553,13.995273,-2.5173674,-2.766706,67.397217,77.697189,-0.27035305,3.8462181,97.774193,0.87510806,0.34096587,0.12489195,24.811634,0.068221651,86.409035,0.0,2.0,-4.0259037,165.17308,13.232388,4.0259037,763.034,130.09151,81.401527,10885.0,20.599739,0.54545456,186.52937,0.35294119,187.5696,6.0,25.619207,21.065609,11.303555,264.0,28.810825,85.0,8.0,3.0,1.0,0.23494832,28.0,154.97667,48.369259,20.930119,39.948654,873.52979,17.0,34.0,0.0,6.0,44.049957,8.0,6.8073549,40.0,56.0,0.0,54.0,0.0,6.0,14.0,3.0,2.0,2.0,4.0,0.0,-5.14
4.9759998,-8.4096804,31.616989,-0.20776558,0.096251376,0.25454545,0.5644576,2.7200568,0.13172875,-8.5580263,13.033814,-0.42437088,9.1456928,14.390901,-0.46595913,2.0681763,20.656549,0.054581001,295.76837,0.44562921,15.639431,-2.4522216,-2.7091472,67.397217,77.697189,-0.31020841,3.8699424,176.52144,0.77920562,0.39966992,0.22079436,26.261427,0.074222997,83.905281,81.251015,2.0,-3.700521,154.17319,7.5963712,3.700521,769.04095,131.47592,81.401527,11505.0,21.26704,0.63636363,144.67685,0.3888889,176.5697,6.0,26.263365,21.696325,11.357692,266.0,30.061903,86.0,7.0,3.0,1.0,0.23157986,28.0,113.12415,49.362881,21.644114,40.492622,899.92334,18.0,36.0,88.215919,6.0,44.049957,7.0,6.83289,42.0,57.0,6.0,55.0,6.0,6.0,13.0,3.0,2.0,3.0,5.0,0.0,-5.47
4.8920002,-8.4096804,31.616989,-0.20387721,0.096236378,0.30909091,0.56293178,2.7200196,0.13040385,-8.5454397,13.039042,-0.41808161,9.1456785,14.246742,-0.46222687,2.0525675,20.512392,0.053224768,258.03159,0.44502723,15.495273,-2.4530847,-2.709604,67.397217,77.697189,-0.30929533,3.8935096,176.52144,0.77920562,0.39963588,0.22079436,25.58374,0.074208736,83.905281,81.251015,2.0,-3.7010977,154.17319,12.007167,3.7010977,769.04095,131.47592,81.401527,11579.0,21.26004,0.63636363,144.67685,0.3888889,176.5697,6.0,26.119207,21.696323,11.354096,268.0,30.225039,86.0,7.0,3.0,1.0,0.23157986,28.0,113.12415,49.362881,21.610338,40.655762,899.92334,18.0,36.0,88.215919,6.0,44.049957,7.0,6.83289,42.0,57.0,6.0,55.0,6.0,6.0,13.0,3.0,2.0,3.0,5.0,0.0,-5.48
